"","town","K12_SCHOOL_NAME","K12_DISTRICT_NUMBER","K12_GRAD_SCHOOL_YEAR","PSI_AGE","PSI_GENDER","PSI_CIP_2DIGIT_DESCRIPTION","to_psi","count","latitude","longitude"
"3988","Terrace","Caledonia Secondary","082","2011-2012","17","M","High school/secondary diploma and certificate programs","NWCC","1",54.5167,-128.608
"3989","Terrace","Caledonia Secondary","082","2011-2012","17","M","Liberal arts and sciences, general studies and humanities","NWCC","2",54.5167,-128.608
"3990","Terrace","Caledonia Secondary","082","2012-2013","18","F","Health professions and related programs","UBCO","1",54.5167,-128.608
"3991","Terrace","Caledonia Secondary","082","2007-2008","17","F","English language and literature/letters","NWCC","1",54.5167,-128.608
"3992","Terrace","Caledonia Secondary","082","2007-2008","19","F","Liberal arts and sciences, general studies and humanities","CAM","1",54.5167,-128.608
"3993","Terrace","Caledonia Secondary","082","2008-2009","19","F","Precision production","OKAN","1",54.5167,-128.608
"3994","Terrace","Caledonia Secondary","082","2009-2010","21","M","Health-related knowledge and skills (not for credit)","NWCC","1",54.5167,-128.608
"3995","Terrace","Caledonia Secondary","082","2007-2008","18","M","Computer and information sciences and support services","UBCV","1",54.5167,-128.608
"3996","Terrace","Caledonia Secondary","082","2013-2014","18","F","Liberal arts and sciences, general studies and humanities","OKAN","1",54.5167,-128.608
"3997","Terrace","Caledonia Secondary","082","2012-2013","17","M","Engineering technologies and engineering-related fields","OKAN","1",54.5167,-128.608
"3998","Terrace","Caledonia Secondary","082","2009-2010","18","M","Liberal arts and sciences, general studies and humanities","UBCV","1",54.5167,-128.608
"3999","Terrace","Caledonia Secondary","082","2009-2010","21","M","Construction trades","NWCC","1",54.5167,-128.608
"4000","Terrace","Caledonia Secondary","082","2009-2010","21","M","Interpersonal and social skills (not for credit)","NWCC","1",54.5167,-128.608
"4001","Terrace","Caledonia Secondary","082","2013-2014","17","M","Computer and information sciences and support services","OKAN","1",54.5167,-128.608
"4002","Terrace","Caledonia Secondary","082","2006-2007","20","M","Construction trades","OKAN","1",54.5167,-128.608
"4003","Terrace","Caledonia Secondary","082","2008-2009","18","M","Precision production","OKAN","1",54.5167,-128.608
"4004","Terrace","Caledonia Secondary","082","2006-2007","18","M","Liberal arts and sciences, general studies and humanities","NWCC","8",54.5167,-128.608
"4005","Terrace","Caledonia Secondary","082","2006-2007","18","M","Mechanic and repair technologies/technicians","NWCC","3",54.5167,-128.608
"4006","Terrace","Caledonia Secondary","082","2005-2006","19","M","Liberal arts and sciences, general studies and humanities","CNC","1",54.5167,-128.608
"4007","Terrace","Caledonia Secondary","082","2004-2005","20","M","Liberal arts and sciences, general studies and humanities","NWCC","1",54.5167,-128.608
"4008","Terrace","Caledonia Secondary","082","2011-2012","20","M","Construction trades","NWCC","1",54.5167,-128.608
"4009","Terrace","Caledonia Secondary","082","2004-2005","17","F","Business, management, marketing and related support services","NWCC","4",54.5167,-128.608
"4010","Terrace","Caledonia Secondary","082","2009-2010","19","M","Business, management, marketing and related support services","NWCC","2",54.5167,-128.608
"4011","Terrace","Caledonia Secondary","082","2011-2012","19","M","Liberal arts and sciences, general studies and humanities","NWCC","3",54.5167,-128.608
"4012","Terrace","Caledonia Secondary","082","2011-2012","19","F","Health professions and related programs","NWCC","1",54.5167,-128.608
"4013","Terrace","Caledonia Secondary","082","2008-2009","18","M","High school/secondary diploma and certificate programs","NIC","1",54.5167,-128.608
"4014","Terrace","Caledonia Secondary","082","2007-2008","18","M","Precision production","NWCC","1",54.5167,-128.608
"4015","Terrace","Caledonia Secondary","082","2006-2007","19","M","Construction trades","NWCC","3",54.5167,-128.608
"4016","Terrace","Caledonia Secondary","082","2004-2005","19","M","Personal and culinary services","NWCC","1",54.5167,-128.608
"4017","Terrace","Caledonia Secondary","082","2006-2007","19","M","Liberal arts and sciences, general studies and humanities","NWCC","3",54.5167,-128.608
"4018","Terrace","Caledonia Secondary","082","2006-2007","19","M","Precision production","NWCC","1",54.5167,-128.608
"4019","Terrace","Caledonia Secondary","082","2008-2009","18","F","High school/secondary diploma and certificate programs","NWCC","3",54.5167,-128.608
"4020","Terrace","Caledonia Secondary","082","2005-2006","19","F","Health professions and related programs","CNC","1",54.5167,-128.608
"4021","Terrace","Caledonia Secondary","082","2005-2006","20","F","Business, management, marketing and related support services","CNC","1",54.5167,-128.608
"4022","Terrace","Caledonia Secondary","082","2008-2009","17","M","Liberal arts and sciences, general studies and humanities","NWCC","5",54.5167,-128.608
"4023","Terrace","Caledonia Secondary","082","2004-2005","17","F","Health professions and related programs","NWCC","3",54.5167,-128.608
"4024","Terrace","Caledonia Secondary","082","2006-2007","17","M","Mechanic and repair technologies/technicians","NWCC","1",54.5167,-128.608
"4025","Terrace","Caledonia Secondary","082","2006-2007","17","M","Personal and culinary services","NWCC","1",54.5167,-128.608
"4026","Terrace","Caledonia Secondary","082","2004-2005","18","M","Business, management, marketing and related support services","NWCC","2",54.5167,-128.608
"4027","Terrace","Caledonia Secondary","082","2006-2007","17","M","Precision production","NWCC","1",54.5167,-128.608
"4028","Terrace","Caledonia Secondary","082","2010-2011","18","M","Liberal arts and sciences, general studies and humanities","NIC","1",54.5167,-128.608
"4029","Terrace","Caledonia Secondary","082","2004-2005","17","M","Mechanic and repair technologies/technicians","NWCC","3",54.5167,-128.608
"4030","Terrace","Caledonia Secondary","082","2004-2005","17","M","Precision production","NWCC","2",54.5167,-128.608
"4031","Terrace","Caledonia Secondary","082","2004-2005","18","F","Business, management, marketing and related support services","NWCC","3",54.5167,-128.608
"4032","Terrace","Caledonia Secondary","082","2004-2005","18","F","Health professions and related programs","NWCC","2",54.5167,-128.608
"4033","Terrace","Caledonia Secondary","082","2006-2007","20","M","Construction trades","NWCC","1",54.5167,-128.608
"4034","Terrace","Caledonia Secondary","082","2004-2005","18","M","Social sciences","UVIC","1",54.5167,-128.608
"4035","Terrace","Caledonia Secondary","082","2010-2011","20","M","Liberal arts and sciences, general studies and humanities","NWCC","1",54.5167,-128.608
"4036","Terrace","Caledonia Secondary","082","2012-2013","18","M","Business, management, marketing and related support services","SFU","1",54.5167,-128.608
"4037","Terrace","Caledonia Secondary","082","2004-2005","19","M","Construction trades","NWCC","1",54.5167,-128.608
"4038","Terrace","Caledonia Secondary","082","2012-2013","16","F","Physical sciences","UNBC","1",54.5167,-128.608
"4039","Terrace","Caledonia Secondary","082","2005-2006","26","M","Mechanic and repair technologies/technicians","CNC","1",54.5167,-128.608
"4040","Terrace","Caledonia Secondary","082","2007-2008","17","M","Health professions and related programs","NWCC","2",54.5167,-128.608
"4041","Terrace","Caledonia Secondary","082","2005-2006","20","M","Basic skills (not for credit)","NLC","1",54.5167,-128.608
"4042","Terrace","Caledonia Secondary","082","2007-2008","17","M","Liberal arts and sciences, general studies and humanities","NWCC","3",54.5167,-128.608
"4043","Terrace","Caledonia Secondary","082","2009-2010","17","F","Physical sciences","UVIC","1",54.5167,-128.608
"4044","Terrace","Caledonia Secondary","082","2005-2006","17","M","Mechanic and repair technologies/technicians","NWCC","1",54.5167,-128.608
"4045","Terrace","Caledonia Secondary","082","2010-2011","18","M","Health-related knowledge and skills (not for credit)","NWCC","1",54.5167,-128.608
"4046","Terrace","Caledonia Secondary","082","2009-2010","18","M","Physical sciences","UVIC","2",54.5167,-128.608
"4047","Terrace","Caledonia Secondary","082","2011-2012","18","M","Computer and information sciences and support services","NWCC","1",54.5167,-128.608
"4048","Terrace","Caledonia Secondary","082","2010-2011","19","M","Business, management, marketing and related support services","UVIC","1",54.5167,-128.608
"4049","Terrace","Caledonia Secondary","082","2011-2012","18","F","Physical sciences","SFU","1",54.5167,-128.608
"4050","Terrace","Caledonia Secondary","082","2009-2010","20","M","Construction trades","CNC","1",54.5167,-128.608
"4051","Terrace","Caledonia Secondary","082","2004-2005","19","M","High school/secondary diploma and certificate programs","NWCC","1",54.5167,-128.608
"4052","Terrace","Caledonia Secondary","082","2004-2005","17","F","Liberal arts and sciences, general studies and humanities","NWCC","7",54.5167,-128.608
"4053","Terrace","Caledonia Secondary","082","2006-2007","19","F","Liberal arts and sciences, general studies and humanities","NWCC","2",54.5167,-128.608
"4054","Terrace","Caledonia Secondary","082","2013-2014","17","F","Liberal arts and sciences, general studies and humanities","COTR","1",54.5167,-128.608
"4055","Terrace","Caledonia Secondary","082","2006-2007","17","F","Health professions and related programs","CNC","1",54.5167,-128.608
"4056","Terrace","Caledonia Secondary","082","2005-2006","19","M","Construction trades","BCIT","1",54.5167,-128.608
"4057","Terrace","Caledonia Secondary","082","2010-2011","18","M","Visual and performing arts","CAPU","1",54.5167,-128.608
"4058","Terrace","Caledonia Secondary","082","2004-2005","17","F","Health professions and related programs","BCIT","2",54.5167,-128.608
"4059","Terrace","Caledonia Secondary","082","2006-2007","20","F","Business, management, marketing and related support services","NWCC","1",54.5167,-128.608
"4060","Terrace","Caledonia Secondary","082","2011-2012","18","M","Health professions and related programs","NWCC","1",54.5167,-128.608
"4061","Terrace","Caledonia Secondary","082","2007-2008","20","M","Business, management, marketing and related support services","TRU","1",54.5167,-128.608
"4062","Terrace","Caledonia Secondary","082","2009-2010","20","F","High school/secondary diploma and certificate programs","NWCC","1",54.5167,-128.608
"4063","Terrace","Caledonia Secondary","082","2008-2009","18","F","Biological and biomedical sciences","UNBC","1",54.5167,-128.608
"4064","Terrace","Caledonia Secondary","082","2009-2010","20","M","Business, management, marketing and related support services","NWCC","1",54.5167,-128.608
"4065","Terrace","Caledonia Secondary","082","2013-2014","17","F","Health professions and related programs","NWCC","3",54.5167,-128.608
"4066","Terrace","Caledonia Secondary","082","2009-2010","18","M","Visual and performing arts","DOUG","1",54.5167,-128.608
"4067","Terrace","Caledonia Secondary","082","2004-2005","18","F","Liberal arts and sciences, general studies and humanities","CAM","1",54.5167,-128.608
"4068","Terrace","Caledonia Secondary","082","2010-2011","22","M","Transportation and materials moving","NWCC","1",54.5167,-128.608
"4069","Terrace","Caledonia Secondary","082","2011-2012","17","F","Liberal arts and sciences, general studies and humanities","NWCC","5",54.5167,-128.608
"4070","Terrace","Caledonia Secondary","082","2011-2012","17","F","Personal and culinary services","NWCC","1",54.5167,-128.608
"4071","Terrace","Caledonia Secondary","082","2006-2007","19","F","Business, management, marketing and related support services","CAM","1",54.5167,-128.608
"4072","Terrace","Caledonia Secondary","082","2012-2013","17","F","(blank)","UBCO","1",54.5167,-128.608
"4073","Terrace","Caledonia Secondary","082","2006-2007","19","M","Liberal arts and sciences, general studies and humanities","CAM","1",54.5167,-128.608
"4074","Terrace","Caledonia Secondary","082","2006-2007","23","M","High school/secondary diploma and certificate programs","CAM","1",54.5167,-128.608
"4075","Terrace","Caledonia Secondary","082","2009-2010","18","F","High school/secondary diploma and certificate programs","NWCC","3",54.5167,-128.608
"4076","Terrace","Caledonia Secondary","082","2007-2008","22","M","Business, management, marketing and related support services","CAM","1",54.5167,-128.608
"4077","Terrace","Caledonia Secondary","082","2008-2009","22","F","Business, management, marketing and related support services","CAM","1",54.5167,-128.608
"4078","Terrace","Caledonia Secondary","082","2009-2010","18","F","Liberal arts and sciences, general studies and humanities","CAM","1",54.5167,-128.608
"4079","Terrace","Caledonia Secondary","082","2012-2013","18","F","Public administration and social service professions","NWCC","1",54.5167,-128.608
"4080","Terrace","Caledonia Secondary","082","2008-2009","19","M","Business, management, marketing and related support services","NWCC","1",54.5167,-128.608
"4081","Terrace","Caledonia Secondary","082","2008-2009","17","F","English language and literature/letters","UVIC","1",54.5167,-128.608
"4082","Terrace","Caledonia Secondary","082","2013-2014","18","F","Public administration and social service professions","NWCC","1",54.5167,-128.608
"4083","Terrace","Caledonia Secondary","082","2005-2006","18","M","Construction trades","TRU","1",54.5167,-128.608
"4084","Terrace","Caledonia Secondary","082","2011-2012","18","F","Personal and culinary services","VIU","1",54.5167,-128.608
"4085","Terrace","Caledonia Secondary","082","2013-2014","17","F","Liberal arts and sciences, general studies and humanities","VIU","1",54.5167,-128.608
"4086","Terrace","Caledonia Secondary","082","2012-2013","18","M","Transportation and materials moving","NWCC","2",54.5167,-128.608
"4087","Terrace","Caledonia Secondary","082","2005-2006","18","F","Aboriginal and foreign languages, literatures and linguistics","NWCC","1",54.5167,-128.608
"4088","Terrace","Caledonia Secondary","082","2013-2014","18","F","Multidisciplinary/interdisciplinary studies","TRU","1",54.5167,-128.608
"4089","Terrace","Caledonia Secondary","082","2011-2012","18","M","Liberal arts and sciences, general studies and humanities","SFU","1",54.5167,-128.608
"4090","Terrace","Caledonia Secondary","082","2010-2011","21","M","Natural resources and conservation","NWCC","1",54.5167,-128.608
"4091","Terrace","Caledonia Secondary","082","2010-2011","18","F","High school/secondary diploma and certificate programs","CNC","1",54.5167,-128.608
"4092","Terrace","Caledonia Secondary","082","2011-2012","18","M","Physical sciences","UVIC","1",54.5167,-128.608
"4093","Terrace","Caledonia Secondary","082","2006-2007","19","F","Business, management, marketing and related support services","COTR","1",54.5167,-128.608
"4094","Terrace","Caledonia Secondary","082","2013-2014","18","F","Biological and biomedical sciences","UNBC","1",54.5167,-128.608
"4095","Terrace","Caledonia Secondary","082","2013-2014","18","F","Multidisciplinary/interdisciplinary studies","UNBC","1",54.5167,-128.608
"4096","Terrace","Caledonia Secondary","082","2008-2009","21","M","Transportation and materials moving","NWCC","1",54.5167,-128.608
"4097","Terrace","Caledonia Secondary","082","2012-2013","18","M","Liberal arts and sciences, general studies and humanities","DOUG","1",54.5167,-128.608
"4098","Terrace","Caledonia Secondary","082","2013-2014","18","M","Precision production","NWCC","2",54.5167,-128.608
"4099","Terrace","Caledonia Secondary","082","2007-2008","24","M","Health professions and related programs","OKAN","1",54.5167,-128.608
"4100","Terrace","Caledonia Secondary","082","2009-2010","22","M","Basic skills (not for credit)","NWCC","1",54.5167,-128.608
"4101","Terrace","Caledonia Secondary","082","2009-2010","22","M","Precision production","NWCC","1",54.5167,-128.608
"4102","Terrace","Caledonia Secondary","082","2005-2006","18","M","Engineering","UBCV","1",54.5167,-128.608
"4103","Terrace","Caledonia Secondary","082","2012-2013","19","F","Business, management, marketing and related support services","NWCC","1",54.5167,-128.608
"4104","Terrace","Caledonia Secondary","082","2010-2011","18","M","Mechanic and repair technologies/technicians","OKAN","1",54.5167,-128.608
"4105","Terrace","Caledonia Secondary","082","2011-2012","19","F","High school/secondary diploma and certificate programs","OKAN","1",54.5167,-128.608
"4106","Terrace","Caledonia Secondary","082","2006-2007","18","M","Engineering","UBCV","2",54.5167,-128.608
"4107","Terrace","Caledonia Secondary","082","2013-2014","17","M","Transportation and materials moving","NWCC","1",54.5167,-128.608
"4108","Terrace","Caledonia Secondary","082","2008-2009","19","F","Communication, journalism and related programs","OKAN","1",54.5167,-128.608
"4109","Terrace","Caledonia Secondary","082","2011-2012","19","M","Mechanic and repair technologies/technicians","OKAN","1",54.5167,-128.608
"4110","Terrace","Caledonia Secondary","082","2013-2014","17","M","High school/secondary diploma and certificate programs","NWCC","1",54.5167,-128.608
"4111","Terrace","Caledonia Secondary","082","2010-2011","17","F","Business, management, marketing and related support services","NWCC","2",54.5167,-128.608
"4112","Terrace","Caledonia Secondary","082","2012-2013","18","M","Engineering technologies and engineering-related fields","OKAN","1",54.5167,-128.608
"4113","Terrace","Caledonia Secondary","082","2008-2009","20","M","Construction trades","OKAN","1",54.5167,-128.608
"4114","Terrace","Caledonia Secondary","082","2011-2012","18","F","High school/secondary diploma and certificate programs","NWCC","1",54.5167,-128.608
"4115","Terrace","Caledonia Secondary","082","2011-2012","18","F","Personal and culinary services","NWCC","2",54.5167,-128.608
"4116","Terrace","Caledonia Secondary","082","2006-2007","20","M","High school/secondary diploma and certificate programs","NWCC","2",54.5167,-128.608
"4117","Terrace","Caledonia Secondary","082","2011-2012","20","M","Transportation and materials moving","NWCC","2",54.5167,-128.608
"4118","Terrace","Caledonia Secondary","082","2007-2008","17","M","Construction trades","NWCC","3",54.5167,-128.608
"4119","Terrace","Caledonia Secondary","082","2004-2005","19","F","Precision production","NLC","1",54.5167,-128.608
"4120","Terrace","Caledonia Secondary","082","2009-2010","18","M","Engineering technologies and engineering-related fields","NWCC","4",54.5167,-128.608
"4121","Terrace","Caledonia Secondary","082","2009-2010","18","M","Health-related knowledge and skills (not for credit)","NWCC","1",54.5167,-128.608
"4122","Terrace","Caledonia Secondary","082","2013-2014","18","M","Health professions and related programs","NWCC","1",54.5167,-128.608
"4123","Terrace","Caledonia Secondary","082","2007-2008","18","F","Liberal arts and sciences, general studies and humanities","SEL","1",54.5167,-128.608
"4124","Terrace","Caledonia Secondary","082","2008-2009","18","M","Mechanic and repair technologies/technicians","NLC","1",54.5167,-128.608
"4125","Terrace","Caledonia Secondary","082","2009-2010","20","M","Transportation and materials moving","NLC","1",54.5167,-128.608
"4126","Terrace","Caledonia Secondary","082","2010-2011","17","F","Personal and culinary services","NLC","1",54.5167,-128.608
"4127","Terrace","Caledonia Secondary","082","2007-2008","18","F","Engineering technologies and engineering-related fields","NWCC","1",54.5167,-128.608
"4128","Terrace","Caledonia Secondary","082","2005-2006","18","F","Construction trades","NWCC","1",54.5167,-128.608
"4129","Terrace","Caledonia Secondary","082","2005-2006","18","F","Family and consumer sciences/human sciences","NWCC","1",54.5167,-128.608
"4130","Terrace","Caledonia Secondary","082","2009-2010","19","F","Computer and information sciences and support services","NWCC","1",54.5167,-128.608
"4131","Terrace","Caledonia Secondary","082","2008-2009","17","M","Transportation and materials moving","NWCC","2",54.5167,-128.608
"4132","Terrace","Caledonia Secondary","082","2006-2007","19","F","High school/secondary diploma and certificate programs","TRU","1",54.5167,-128.608
"4133","Terrace","Caledonia Secondary","082","2006-2007","21","M","Liberal arts and sciences, general studies and humanities","TRU","1",54.5167,-128.608
"4134","Terrace","Caledonia Secondary","082","2007-2008","17","F","Biological and biomedical sciences","UNBC","1",54.5167,-128.608
"4135","Terrace","Caledonia Secondary","082","2012-2013","19","M","Natural resources and conservation","UBCV","1",54.5167,-128.608
"4136","Terrace","Caledonia Secondary","082","2007-2008","17","F","Psychology","UNBC","1",54.5167,-128.608
"4137","Terrace","Caledonia Secondary","082","2005-2006","19","F","High school/secondary diploma and certificate programs","NWCC","1",54.5167,-128.608
"4138","Terrace","Caledonia Secondary","082","2007-2008","18","M","English language and literature/letters","UNBC","1",54.5167,-128.608
"4139","Terrace","Caledonia Secondary","082","2007-2008","18","M","Engineering technologies and engineering-related fields","TRU","1",54.5167,-128.608
"4140","Terrace","Caledonia Secondary","082","2010-2011","19","M","Health-related knowledge and skills (not for credit)","NWCC","1",54.5167,-128.608
"4141","Terrace","Caledonia Secondary","082","2008-2009","17","M","Biological and biomedical sciences","UNBC","1",54.5167,-128.608
"4142","Terrace","Caledonia Secondary","082","2010-2011","19","M","Liberal arts and sciences, general studies and humanities","NWCC","2",54.5167,-128.608
"4143","Terrace","Caledonia Secondary","082","2006-2007","18","F","Multidisciplinary/interdisciplinary studies","TRU","1",54.5167,-128.608
"4144","Terrace","Caledonia Secondary","082","2009-2010","18","F","Liberal arts and sciences, general studies and humanities","NWCC","4",54.5167,-128.608
"4145","Terrace","Caledonia Secondary","082","2011-2012","18","F","Health professions and related programs","OKAN","1",54.5167,-128.608
"4146","Terrace","Caledonia Secondary","082","2009-2010","20","M","Transportation and materials moving","NWCC","2",54.5167,-128.608
"4147","Terrace","Caledonia Secondary","082","2009-2010","21","F","Family and consumer sciences/human sciences","NWCC","1",54.5167,-128.608
"4148","Terrace","Caledonia Secondary","082","2005-2006","19","F","Family and consumer sciences/human sciences","NWCC","1",54.5167,-128.608
"4149","Terrace","Caledonia Secondary","082","2005-2006","19","F","Health professions and related programs","NWCC","3",54.5167,-128.608
"4150","Terrace","Caledonia Secondary","082","2004-2005","18","M","Liberal arts and sciences, general studies and humanities","UBCV","1",54.5167,-128.608
"4151","Terrace","Caledonia Secondary","082","2009-2010","17","F","Liberal arts and sciences, general studies and humanities","NWCC","4",54.5167,-128.608
"4152","Terrace","Caledonia Secondary","082","2005-2006","19","F","Public administration and social service professions","NWCC","1",54.5167,-128.608
"4153","Terrace","Caledonia Secondary","082","2009-2010","17","M","Health professions and related programs","NWCC","1",54.5167,-128.608
"4154","Terrace","Caledonia Secondary","082","2009-2010","17","M","Mechanic and repair technologies/technicians","NWCC","2",54.5167,-128.608
"4155","Terrace","Caledonia Secondary","082","2009-2010","18","F","Construction trades","NWCC","1",54.5167,-128.608
"4156","Terrace","Caledonia Secondary","082","2013-2014","18","F","Construction trades","NWCC","2",54.5167,-128.608
"4157","Terrace","Caledonia Secondary","082","2005-2006","20","M","Mechanic and repair technologies/technicians","VCC","1",54.5167,-128.608
"4158","Terrace","Caledonia Secondary","082","2006-2007","18","M","Multidisciplinary/interdisciplinary studies","TRU","1",54.5167,-128.608
"4159","Terrace","Caledonia Secondary","082","2009-2010","18","F","Personal and culinary services","NWCC","2",54.5167,-128.608
"4160","Terrace","Caledonia Secondary","082","2013-2014","18","F","Personal and culinary services","NWCC","1",54.5167,-128.608
"4161","Terrace","Caledonia Secondary","082","2007-2008","17","M","Business, management, marketing and related support services","NWCC","1",54.5167,-128.608
"4162","Terrace","Caledonia Secondary","082","2011-2012","19","F","Liberal arts and sciences, general studies and humanities","OKAN","1",54.5167,-128.608
"4163","Terrace","Caledonia Secondary","082","2010-2011","19","F","Visual and performing arts","DOUG","1",54.5167,-128.608
"4164","Terrace","Caledonia Secondary","082","2013-2014","18","M","Construction trades","NWCC","5",54.5167,-128.608
"4165","Terrace","Caledonia Secondary","082","2005-2006","19","M","Liberal arts and sciences, general studies and humanities","TRU","1",54.5167,-128.608
"4166","Terrace","Caledonia Secondary","082","2013-2014","18","M","High school/secondary diploma and certificate programs","NWCC","1",54.5167,-128.608
"4167","Terrace","Caledonia Secondary","082","2009-2010","18","M","Mechanic and repair technologies/technicians","NWCC","1",54.5167,-128.608
"4168","Terrace","Caledonia Secondary","082","2006-2007","17","F","Liberal arts and sciences, general studies and humanities","TRU","1",54.5167,-128.608
"4169","Terrace","Caledonia Secondary","082","2009-2010","18","M","Personal and culinary services","NWCC","1",54.5167,-128.608
"4170","Terrace","Caledonia Secondary","082","2013-2014","18","F","Engineering technologies and engineering-related fields","NWCC","1",54.5167,-128.608
"4171","Terrace","Caledonia Secondary","082","2013-2014","18","F","Family and consumer sciences/human sciences","NWCC","1",54.5167,-128.608
"4172","Terrace","Caledonia Secondary","082","2013-2014","18","M","Transportation and materials moving","NWCC","4",54.5167,-128.608
"4173","Terrace","Caledonia Secondary","082","2013-2014","19","F","Health-related knowledge and skills (not for credit)","NWCC","1",54.5167,-128.608
"4174","Terrace","Caledonia Secondary","082","2011-2012","18","F","Liberal arts and sciences, general studies and humanities","UBCV","1",54.5167,-128.608
"4175","Terrace","Caledonia Secondary","082","2006-2007","18","M","Biological and biomedical sciences","UNBC","1",54.5167,-128.608
"4176","Terrace","Caledonia Secondary","082","2006-2007","18","F","Biological and biomedical sciences","UNBC","1",54.5167,-128.608
"4177","Terrace","Caledonia Secondary","082","2011-2012","17","F","High school/secondary diploma and certificate programs","NWCC","1",54.5167,-128.608
"4178","Terrace","Caledonia Secondary","082","2013-2014","17","M","Liberal arts and sciences, general studies and humanities","NWCC","1",54.5167,-128.608
"4179","Terrace","Caledonia Secondary","082","2010-2011","19","M","Computer and information sciences and support services","NWCC","1",54.5167,-128.608
"4180","Terrace","Caledonia Secondary","082","2010-2011","19","M","Construction trades","NWCC","1",54.5167,-128.608
"4181","Terrace","Caledonia Secondary","082","2008-2009","17","F","Multidisciplinary/interdisciplinary studies","UNBC","1",54.5167,-128.608
"4182","Terrace","Caledonia Secondary","082","2013-2014","18","F","Biological and biomedical sciences","NWCC","1",54.5167,-128.608
"4183","Terrace","Caledonia Secondary","082","2005-2006","18","F","Business, management, marketing and related support services","NWCC","2",54.5167,-128.608
"4184","Terrace","Caledonia Secondary","082","2009-2010","18","M","Precision production","NWCC","4",54.5167,-128.608
"4185","Terrace","Caledonia Secondary","082","2010-2011","17","M","Business, management, marketing and related support services","NWCC","2",54.5167,-128.608
"4186","Terrace","Caledonia Secondary","082","2011-2012","18","M","Liberal arts and sciences, general studies and humanities","OKAN","2",54.5167,-128.608
"4187","Terrace","Caledonia Secondary","082","2009-2010","20","M","Personal and culinary services","NWCC","2",54.5167,-128.608
"4188","Terrace","Caledonia Secondary","082","2009-2010","17","F","Business, management, marketing and related support services","NWCC","1",54.5167,-128.608
"4189","Terrace","Caledonia Secondary","082","2009-2010","21","F","Liberal arts and sciences, general studies and humanities","NWCC","1",54.5167,-128.608
"4190","Terrace","Caledonia Secondary","082","2013-2014","17","F","Personal and culinary services","NWCC","1",54.5167,-128.608
"4191","Terrace","Caledonia Secondary","082","2005-2006","18","F","Parks, recreation, leisure and fitness studies","UBCV","1",54.5167,-128.608
"4192","Terrace","Caledonia Secondary","082","2007-2008","20","F","High school/secondary diploma and certificate programs","NWCC","1",54.5167,-128.608
"4193","Terrace","Caledonia Secondary","082","2007-2008","20","F","Leisure and recreational activities (not for credit)","NWCC","1",54.5167,-128.608
"4194","Terrace","Caledonia Secondary","082","2005-2006","19","M","Business, management, marketing and related support services","NWCC","2",54.5167,-128.608
"4195","Terrace","Caledonia Secondary","082","2006-2007","17","F","Visual and performing arts","UBCV","1",54.5167,-128.608
"4196","Terrace","Caledonia Secondary","082","2013-2014","18","F","Business, management, marketing and related support services","NWCC","2",54.5167,-128.608
"4197","Terrace","Caledonia Secondary","082","2007-2008","20","M","Engineering technologies and engineering-related fields","NWCC","1",54.5167,-128.608
"4198","Terrace","Caledonia Secondary","082","2009-2010","19","F","Liberal arts and sciences, general studies and humanities","UBCV","1",54.5167,-128.608
"4199","Terrace","Caledonia Secondary","082","2009-2010","18","M","Precision production","OKAN","1",54.5167,-128.608
"4200","Terrace","Caledonia Secondary","082","2010-2011","19","F","Liberal arts and sciences, general studies and humanities","CAM","1",54.5167,-128.608
"4201","Terrace","Caledonia Secondary","082","2004-2005","18","F","Liberal arts and sciences, general studies and humanities","UBCV","1",54.5167,-128.608
"4202","Terrace","Caledonia Secondary","082","2009-2010","18","F","Public administration and social service professions","NWCC","1",54.5167,-128.608
"4203","Terrace","Caledonia Secondary","082","2006-2007","18","F","High school/secondary diploma and certificate programs","OKAN","1",54.5167,-128.608
"4204","Terrace","Caledonia Secondary","082","2009-2010","17","F","Health professions and related programs","NWCC","2",54.5167,-128.608
"4205","Terrace","Caledonia Secondary","082","2005-2006","18","M","Liberal arts and sciences, general studies and humanities","UBCV","2",54.5167,-128.608
"4206","Terrace","Caledonia Secondary","082","2012-2013","19","M","Construction trades","OKAN","1",54.5167,-128.608
"4207","Terrace","Caledonia Secondary","082","2013-2014","18","M","Liberal arts and sciences, general studies and humanities","NWCC","5",54.5167,-128.608
"4208","Terrace","Caledonia Secondary","082","2008-2009","18","M","Parks, recreation, leisure and fitness studies","OKAN","1",54.5167,-128.608
"4209","Terrace","Caledonia Secondary","082","2013-2014","18","M","Mechanic and repair technologies/technicians","NWCC","1",54.5167,-128.608
"4210","Terrace","Caledonia Secondary","082","2013-2014","18","M","Natural resources and conservation","NWCC","1",54.5167,-128.608
"4211","Terrace","Caledonia Secondary","082","2010-2011","17","F","Personal and culinary services","NWCC","1",54.5167,-128.608
"4212","Terrace","Caledonia Secondary","082","2010-2011","17","F","Liberal arts and sciences, general studies and humanities","NWCC","6",54.5167,-128.608
"4213","Terrace","Caledonia Secondary","082","2011-2012","19","M","Personal and culinary services","NWCC","1",54.5167,-128.608
"4214","Terrace","Caledonia Secondary","082","2011-2012","19","M","Construction trades","BCIT","1",54.5167,-128.608
"4215","Terrace","Caledonia Secondary","082","2011-2012","19","M","Construction trades","NWCC","1",54.5167,-128.608
"4216","Terrace","Caledonia Secondary","082","2011-2012","19","F","Liberal arts and sciences, general studies and humanities","NWCC","3",54.5167,-128.608
